	Relative Change
FOLR1	-0.05010038340747766
CCDC115	-0.050104011231333165
TRIM35	-0.050109313909158716
ITGA11	-0.05011229054418986
PTMS	-0.05011870407396216
VGLL3	-0.05011990041419652
TUBD1	-0.0501200851551622
PRTN3	-0.05012024642674353
ALG6	-0.05014029323189259
MCCC2	-0.050141996055182034
ANXA3	-0.05015377313706814
PLD1	-0.0501720611393815
ITGB3BP	-0.05017245729939333
MOSPD3	-0.05020258869748332
DERA	-0.05020510226527938
PANX1	-0.05020510226527938
RNASEH2B	-0.05020510226527938
SNTA1	-0.05020510226527938
NASP	-0.05020510226527938
SETD4	-0.05022165143879875
SCMH1	-0.05022165143879875
THUMPD1	-0.050250978246020046
PES1	-0.050252373963370345
NDST1	-0.05026314082214325
INSIG1	-0.05029249446516169
DSG2	-0.050295269586876044
PPM1F	-0.05031184464470292
SLC25A1	-0.05032026394513514
WSCD1	-0.05032075608088637
NUDT12	-0.05032829904165544
SLC4A2	-0.050332797905463626
COX6A1	-0.0503508843048436
LAMA5	-0.05036011210390379
KCTD2	-0.05038220270145806
SLC4A9	-0.05038624251065639
DDX3X	-0.05039066459472502
NUBP1	-0.05039612956441515
ARHGEF12	-0.05039612956441515
RAD52	-0.050396976597866926
CIZ1	-0.05041879691923965
MGP	-0.050420157235843435
AKAP8L	-0.050425492390568115
MGA	-0.05043144912351783
ESPN	-0.05043486305488603
SCRN1	-0.050442724035675936
SERPINF1	-0.05044889411880978
ESRRG	-0.05044959655450948
DDX20	-0.05045504184269877
DCUN1D2	-0.05045969205491382
SRGAP1	-0.050464082779668046
TNFSF8	-0.05046960175204971
CLCN5	-0.05049348372382195
CFL1	-0.05049464542400424
ITIH1	-0.05049684197157735
CNOT3	-0.050509576967302086
LMOD1	-0.05051963414853938
SRF	-0.05053043800493313
TNPO1	-0.050539782770689434
ASB4	-0.05053984700569225
NTAN1	-0.05055131967086689
VPS8	-0.05055507182145008
LEPROT	-0.05056194796781886
CD4	-0.050572031710961224
ADORA2B	-0.050573834079216465
MAP1LC3A	-0.050574334609292886
SETD7	-0.05057472895756802
ACVR1B	-0.05058393716298884
MSH2	-0.05058668793226536
ZFP14	-0.050586841470396146
CSRP1	-0.05059820365879726
HIST2H2AC	-0.050600515344862686
KIF5C	-0.05060321714901281
ACTN3	-0.050618585403649975
GSTP1	-0.05062032748842384
ZBTB1	-0.05062660663358766
KIF3C	-0.050635036082244095
SHH	-0.05063688401662103
RETNLB	-0.05064500641167452
LRRC59	-0.05064776127040856
BTBD9	-0.050669588166516503
FLOT2	-0.050669779785377865
KCTD7	-0.05067286140625957
ADAMTS7	-0.05068750518233301
CAMTA2	-0.05069057841049155
RBL2	-0.05069057841049155
PIK3R5	-0.050691918222990545
SPINT1	-0.05070345567974032
GFRA3	-0.050726666886404266
HEATR5A	-0.05072809587485594
CEP70	-0.05072809587485594
PALLD	-0.05075128004998819
LSM14B	-0.050762651570344326
PODXL2	-0.050764526331766355
GSTT2	-0.05077375448589994
BARX2	-0.05077375448589994
SYT3	-0.05078173678539987
RACGAP1	-0.05079451394087654
ULK1	-0.05081189523047778
FEM1C	-0.050814904576129784
ZBTB8OS	-0.05082145815663743
ACTN1	-0.050843465631226
SLC20A1	-0.05085427388077503
SLC26A9	-0.05086251148736199
IMPA2	-0.05086711310826429
HSPB1	-0.050868459914402156
VAPA	-0.050871012377566374
GCNT2	-0.05087155100004154
ARFGEF1	-0.050883502136422544
NR2F1	-0.05088428854318837
SAP130	-0.0508961435044668
CARS	-0.05089810710902314
CYP2E1	-0.050900374639233775
S100A4	-0.050916088305456936
WWTR1	-0.05092001277548699
EEF1A1	-0.05095647668975208
SNX10	-0.05096969395688625
PDLIM4	-0.050970450156041514
RPS24	-0.050978213946732874
EMX1	-0.05098751461180948
UCHL1	-0.0510062920436724
PTBP1	-0.05101578487139777
DNPEP	-0.05102224379816994
LAMP2	-0.051029165342748734
PLA2G5	-0.05103902685779984
ANKRD10	-0.05104080655028222
CIT	-0.051050798507181284
NFXL1	-0.051051786319422525
GGCX	-0.05105339119729716
MYO1G	-0.05105650226350339
MFAP2	-0.051061566081690914
SLC25A36	-0.051063335295688746
ACTR10	-0.05107702607599245
SRR	-0.05107702607599245
NSUN7	-0.051124573290583716
NR6A1	-0.051137442764269715
TEX10	-0.051141203890591666
PSD	-0.0511455492948327
HOXB5	-0.051152801753020755
CAND1	-0.051176357812602394
RMND5A	-0.051177427844630106
RAB38	-0.051183999850573016
LZTS2	-0.051188476689329666
ZSCAN22	-0.05119338575895927
IRX1	-0.051198323604935425
PTPRE	-0.05121268456874904
PCLO	-0.051213172406578356
EIF4B	-0.05122030080993691
SGCB	-0.05124211808159865
RPS14	-0.05124360689945663
CACNB3	-0.05124654410799812
DDR1	-0.05124881336741389
CCT3	-0.05124987790460327
STEAP1	-0.05125095867870799
FOXA1	-0.051265188540738374
ADCY3	-0.05127130688448708
ALOX5	-0.05127808412063929
APPL2	-0.05129285162016283
RPS6KC1	-0.05129519558581579
NUP62	-0.051303725239704515
RRP15	-0.05130871110800037
DPEP3	-0.051324157973811305
KLHDC2	-0.05133488581800787
DTX4	-0.05134343646902447
YAP1	-0.051344542201175535
EYA4	-0.05135064246081133
RAB11FIP1	-0.05136452681562066
GSTO1	-0.05138428403586373
LRP4	-0.05139842569135075
CNDP2	-0.051428638524766056
BAG2	-0.05143595147984655
TGFA	-0.05143691041784376
NUP93	-0.05143926814342863
TMED5	-0.05145105576924163
PHF20L1	-0.05145191908418151
PNMA1	-0.0514551917264943
GPR161	-0.05146403911349393
SLC14A2	-0.051478332751414176
GSN	-0.05151952284834226
MTMR14	-0.05152483831941037
RAPGEF6	-0.05154242529492156
WDTC1	-0.051545862044322426
AMOTL1	-0.05154833318505707
LRRC20	-0.05155838768981337
PLXNA3	-0.05156127124094138
DMTF1	-0.051562918237370234
DPYD	-0.05156819625016513
CKLF	-0.051568255307804976
NAP1L1	-0.051581578722079365
SPSB4	-0.05158521023022952
GPC3	-0.05159296174020885
PLSCR2	-0.05159409381296496
KLHL20	-0.051595995153127086
FBLN1	-0.05160097995540746
FBXO32	-0.05162730460103356
EPAS1	-0.05163841129208753
SPSB2	-0.05163885111041701
ZBTB39	-0.05165897361367303
DFFB	-0.05169907767382972
ITM2B	-0.05172077506947553
KLF12	-0.05172825885261561
LY86	-0.05173998325417849
TMEM141	-0.051751066219527284
ANKRD33	-0.05176520239993483
MKI67	-0.051780684391188325
ARID1B	-0.05178647724613416
SLC16A11	-0.05179008674480002
CARD10	-0.05179341482948922
TMEM109	-0.05180172988991487
CYP20A1	-0.05180540536352097
AFG3L2	-0.05180809506448994
TCF23	-0.051814888704956916
DBR1	-0.05182335445350282
ADA	-0.05182335445350282
SEC61G	-0.05182335445350282
ETV4	-0.05182335445350282
CALM3	-0.051837646841067835
GSTA4	-0.05184884854153964
ENO1	-0.05185086739638761
ASB13	-0.051858057841640416
THOC5	-0.05187111168802397
LGMN	-0.05187373351356417
CACNG1	-0.05187785068988976
EBNA1BP2	-0.05187842885563863
CNOT6L	-0.05189477879012671
POLR2A	-0.05194328344551647
DNMBP	-0.051979250388072905
RNF103	-0.05198605111153732
SCT	-0.05198609781626643
LRRC8B	-0.051994589374360134
LGALS3	-0.051996089976292036
AQP1	-0.05200483726146416
XYLB	-0.052021059709393226
TMEM65	-0.05202410391198367
RRAGC	-0.05202735688616516
ABHD10	-0.052039831158869614
PDIA4	-0.05204155488362741
CHRNB2	-0.05204239108214125
ZFYVE26	-0.052045242807468264
CYSLTR1	-0.052049526318407625
FUS	-0.052055330759277596
USP32	-0.05206276785047943
RALBP1	-0.05206392695213072
HSCB	-0.05207102204441571
BCL7A	-0.05207310906194648
SORD	-0.05207769094267358
ARHGAP9	-0.05209291720492674
COPS7B	-0.052103860529425755
RNF186	-0.052106803918867864
CCNG1	-0.05210928566638905
SLC2A10	-0.052115397973400736
SLC30A7	-0.05211767931956835
LIG4	-0.052119100572561326
FXYD5	-0.052128051510124056
SRXN1	-0.052128382767644234
BBS9	-0.05214193923970092
NCOA7	-0.05214301630307824
GNA15	-0.052164172749399364
HIP1R	-0.05217816683190686
CFLAR	-0.05217907768809857
STK3	-0.05218677031211567
PRRT1	-0.052196498191547154
ACBD3	-0.05219996489496913
WDFY3	-0.05222731636035793
PHC2	-0.05223009317146421
BCL11A	-0.052239043034369
YBX2	-0.052240662353973365
VCL	-0.05224867502022368
KLHL21	-0.05225268774241083
HCFC1	-0.05227090367199864
CAV2	-0.05228475111152807
CROCC	-0.052289109574416105
TRAM1	-0.05229094291141318
TPCN1	-0.0522957799511611
CCDC14	-0.05232934097398024
DGKA	-0.052330989553715845
TMEM164	-0.05233903608213452
PTK2	-0.05233979717992746
TMEM168	-0.052353371224922805
LDB3	-0.052381989516611854
UHRF2	-0.052386319611875745
UBE2W	-0.05238794070044269
SVIL	-0.05238804890599209
RC3H1	-0.05239817155973335
AHDC1	-0.05239938143174805
LIN7A	-0.05239994407873765
MGST3	-0.052401340638552875
POLR3GL	-0.05240401475814487
SQSTM1	-0.05241086423154776
LRRC1	-0.05242114702208572
CHD3	-0.052422010559530816
TMTC2	-0.052422010559530816
SMCR8	-0.05242401331599507
KRTAP8-1	-0.05242582716714181
RAPGEFL1	-0.052452851656170536
LTBP1	-0.052453162450146036
CRYBB2	-0.05248369246119994
ANK2	-0.05248969900209535
USP47	-0.052491288829024804
UBOX5	-0.052496236696239026
SLC27A3	-0.05251792696691007
MLANA	-0.052533125074189585
SULF2	-0.052539606243042485
CDC20	-0.05257285754150246
ENSA	-0.05257434580424178
RBM7	-0.05259133390781761
PHF23	-0.05259501294697204
EFNB1	-0.052603555337218035
RPL4	-0.052606067565087136
CDH22	-0.052614767182663454
PURB	-0.05261639062711588
PLCH1	-0.052617451186642
LCORL	-0.052621383012523594
TMPRSS3	-0.05262142288921204
BASP1	-0.052631686554879584
PDE1B	-0.052633233726996215
CCNL2	-0.05263782400734971
P4HB	-0.052642486377704946
ROPN1L	-0.05264469415844807
JAK1	-0.05265073986364449
RERE	-0.05265637648368155
WDR73	-0.052663667978549746
HBS1L	-0.05267349750810117
HYAL3	-0.05267732957230651
HIST1H1B	-0.052688460062151575
ABCD3	-0.05268958042470298
TCF4	-0.05269561635825167
ANKRD24	-0.05269776988360864
TOB2	-0.05269938560634451
GRWD1	-0.05271477228000278
CDCA2	-0.052720546384983275
PFKFB2	-0.052738049724671957
OSBPL6	-0.052739771795569025
NUP214	-0.05274309984583339
RBBP4	-0.052745355151755
HSP90AA1	-0.0527520541986409
FADS3	-0.052755855688152734
BRD2	-0.05276524714234954
TEAD1	-0.052769133755451655
TUFM	-0.05279875449949728
FUCA1	-0.05281483776863406
RPRML	-0.05281489076739205
STRN4	-0.05282263581469014
PFKL	-0.05282544664610009
SPACA3	-0.052829222575716255
MAN2B2	-0.0528337798695303
PPIB	-0.05285296211574486
PLCH2	-0.05285910256544858
CCDC68	-0.05286328035019945
SCAMP1	-0.05288582641475509
DHX34	-0.052910210383191325
CD46	-0.0529343772859623
CENPH	-0.05294098042800667
ARMC5	-0.05294966355474848
PIGT	-0.05295272167185619
SPTLC2	-0.0529594166337978
NOVA1	-0.05296605731862587
CCL5	-0.05297330591112713
DENND4C	-0.052975408283444485
PRMT7	-0.05297542035786142
ID3	-0.05297818091649368
PPFIBP1	-0.05299482405369617
COQ4	-0.05300216204767883
NAGPA	-0.05301136709464161
CYB561D1	-0.05301168044612636
BCHE	-0.05301360578996112
CHMP4B	-0.053020413955045496
VTN	-0.053025927685055284
OVOL2	-0.05302601542663329
STAM	-0.05303008554498457
E2F6	-0.05303081496318757
KIF23	-0.05303566845596726
GCC2	-0.05305840296885309
ADAM11	-0.05305940624705286
CPNE5	-0.05307989267126867
ABCC8	-0.053099686914255345
PSME3	-0.053112385091754685
TFDP2	-0.05312073660969764
LIG3	-0.05312667035598762
UBE2E1	-0.05312759732012119
RIPK4	-0.05314013817665489
GTPBP6	-0.05314685444631837
RUNX3	-0.05315495006223278
MBNL3	-0.05315514238073239
PHF10	-0.05316468257584851
FNDC3B	-0.053172499563627386
YIPF4	-0.05318889730141072
GMPS	-0.05320255567607365
SPSB3	-0.053219089228267034
MRPL23	-0.05323588470014443
COX6A2	-0.05325312543266191
TTLL4	-0.05325853597387674
MFAP3	-0.053259672488895536
COX4I2	-0.053262542964529834
ITGA3	-0.05326625011063541
LASP1	-0.05327196122907952
NPNT	-0.05327850525992443
ADAMTS14	-0.053286581720862765
KCNA2	-0.053286581720862765
RFX1	-0.05330862128742276
CLIC5	-0.05331478662356711
CPD	-0.05331858413630631
CDKL5	-0.05332654449184233
LRRC27	-0.053328891664711706
NCAPG	-0.05333922534005807
PARP1	-0.05337365941012664
SNAPC1	-0.053396460198044914
CHMP2A	-0.05339658609232477
MRPS11	-0.05339658609232477
SYTL1	-0.05340132851852361
FOXM1	-0.05340314278925334
COTL1	-0.053409029039598314
PSMD5	-0.05341566844812089
SH2B3	-0.05342469916928495
ALDH3B1	-0.053428908855941065
PTP4A1	-0.05343858266168817
DDX58	-0.0534473208636399
APOE	-0.05344911911764499
ARHGAP11A	-0.05349433348728325
EME1	-0.05350262595086106
TMEM30B	-0.0535046622932001
MARS2	-0.0535046622932001
DGKH	-0.05351288083496142
MLLT3	-0.05351540450155839
IGF2R	-0.053518249704051946
RNF149	-0.0535195486516211
CHCHD7	-0.053526994536768645
SHD	-0.053530187881419694
EPOR	-0.05354356795289809
MCAT	-0.0535477530583873
GCA	-0.05356247928669674
SLC38A2	-0.05356387961957055
THRAP3	-0.0535871163992087
DENND2D	-0.05359503293554992
MID1IP1	-0.0536367186693898
RTTN	-0.053642761917275454
EFNA2	-0.05364650591058292
STIP1	-0.05365723880320657
TBC1D8	-0.05366023819501885
SEZ6	-0.053676042360878994
OMP	-0.053679458876688756
PRPS2	-0.05368437829929478
WWC2	-0.05368489086145055
HAGH	-0.05371421073684241
NDUFB11	-0.053717458784812974
STX1A	-0.05373563219776948
FLNA	-0.05375066571966535
TMEM165	-0.053753423544199645
OCIAD2	-0.05375647156359362
CATSPER2	-0.05376026307878438
HIST1H4D	-0.05376181315560811
SLC1A1	-0.05376759352887791
RAB1B	-0.053770794774928826
RABGAP1L	-0.05378381502191332
PIAS1	-0.05380077544460512
ALDH1B1	-0.05382597639895614
NLGN2	-0.05382597639895614
TOR1AIP1	-0.05382597639895614
GMPPB	-0.05382597639895614
H3F3B	-0.053838770637247665
TNFRSF18	-0.0538401870362174
PLCXD1	-0.05384286263421826
HSPE1	-0.05385081510744628
HYI	-0.053858872523514886
MASTL	-0.053880047368671774
SYT15	-0.05389479748363833
ATP11C	-0.053898542352322054
ERCC6	-0.05390172598635905
NAP1L5	-0.05391204516672933
ANK3	-0.05391706481358377
LIMS2	-0.05393343053499273
THY1	-0.053936040507339265
ATN1	-0.05394128368271035
RAB8B	-0.05394510900456784
GP9	-0.053949202124575185
METTL3	-0.05395054762459844
HES2	-0.05395714391348693
DNAJC13	-0.05395727411118491
HSD17B11	-0.05396832582265286
SPACA1	-0.05396970041092615
PIGW	-0.053971454304510974
SCAMP5	-0.05398550755536697
LEPR	-0.05401142692277634
SLC25A41	-0.05402393823472653
TBXAS1	-0.054032702116985215
CSTF3	-0.054036606193065155
PDLIM5	-0.05404687949850296
LANCL3	-0.05406007367634196
THAP2	-0.05407319130870296
PARVA	-0.0540748644439206
DIXDC1	-0.054077902725500074
SLC12A4	-0.054093426075653886
ARVCF	-0.054109684848212776
CKAP2	-0.05413725392578833
SGCA	-0.05415094628647144
ZBTB11	-0.054165022836897024
ARSK	-0.05418162193911527
CD6	-0.05419133497353925
DYNLL1	-0.0541969440780538
HCRT	-0.05421579674826531
VAC14	-0.05421650829509682
BIN1	-0.05422359242979343
GAST	-0.05422368078756621
GRB7	-0.054230725122836436
RABAC1	-0.054239669802662004
LENEP	-0.0542469918523227
CD47	-0.05425108585625206
EHD2	-0.054251731238771514
ELOVL1	-0.054255136955754624
SUV39H2	-0.05425550165005826
MALT1	-0.05425550165005826
EXOSC9	-0.05425550165005826
DNAJC19	-0.05425550165005826
GOLT1A	-0.05425550165005826
ABCA5	-0.05425803041169197
FBLIM1	-0.05428174769338386
ALDH7A1	-0.054286147170214016
CCT8	-0.05430873439822559
UNC93B1	-0.054309710088126344
PRRC1	-0.05431054295636834
PSIP1	-0.05431134844266312
PORCN	-0.05431270357802347
PKD2	-0.05432997872569301
SNRPD3	-0.05433235095085929
ASB7	-0.05433813746825715
ENAH	-0.054349802003514865
IRF5	-0.054350658661134095
DDX6	-0.05435553150755323
MMACHC	-0.054356332129795536
GABARAPL1	-0.05435874033934561
TRIP13	-0.05436024904053027
PMPCB	-0.054366399231298226
GNS	-0.0543793614023384
HIC1	-0.054382904036644454
SLC25A45	-0.05441223279406793
SYNE2	-0.05441808987534919
VPS13C	-0.05442054293595645
TRAIP	-0.05445755532505501
CCIN	-0.05446082965009293
CTSK	-0.054468756961331494
LANCL1	-0.05448125547726384
HEBP1	-0.05449156318463076
RORA	-0.054494439158569635
CENPT	-0.05450361330432165
DAAM2	-0.05451158137823693
CCNE2	-0.054513355101693334
ACTC1	-0.054540205361638644
GSTA2	-0.054541963155497704
MYADM	-0.05455310767934262
TAF13	-0.05455488389716571
ATXN7L2	-0.054556264346247586
MBTD1	-0.05457308249926728
DAPK2	-0.054581815556555474
RAB43	-0.05458680384790482
HSPA9	-0.054609612278292474
WDR74	-0.05461437570376648
LAIR1	-0.05463634096919346
PROKR1	-0.054650611112146606
RAB25	-0.054659179157631306
GNG12	-0.054659596733331824
TAS1R1	-0.05466106930044663
SAP30BP	-0.05467087188474919
UBE2T	-0.054672974928957147
MMP17	-0.054677220519470104
DDX10	-0.054685820999189554
FBXL17	-0.054687729486700955
ANKRD42	-0.0546916146063245
CSDC2	-0.05469725818975726
ACBD5	-0.05470891854140619
ARPC5	-0.054718806786045245
SH3PXD2B	-0.05472158653514725
RPL24	-0.054735792582872346
GALK1	-0.054754555113948805
INTS12	-0.05475847927696944
PPP1R3F	-0.054799725456098215
HCST	-0.05480633309054542
RPGRIP1	-0.054820445993733966
SERPINB5	-0.05482979523266446
TAF5L	-0.054834481971740213
IGF1R	-0.05484835369532839
TTC33	-0.05485535145748721
GJC1	-0.054858188889025404
MCM3	-0.054858811058571905
EBPL	-0.054861342815841076
ARHGEF10	-0.054861434511340346
FZD1	-0.05486299298047719
GCK	-0.054871006682444934
HDAC5	-0.05487103559488841
HRASLS	-0.05488232670010977
KRT33B	-0.05488232670010977
TMEM50B	-0.054890961836227714
HLF	-0.054900862431944475
LCE3C	-0.0549049345670293
ADAM33	-0.054910598058599096
SLC25A32	-0.054913423401841174
PLEKHO1	-0.05492661168233599
SIDT2	-0.05493547751625598
SLC12A6	-0.054981987023243466
STON2	-0.054994158178583184
ILK	-0.05499579908393959
PKLR	-0.05502394025153904
KBTBD11	-0.05502620989383136
ALOX15	-0.055042565973898304
ITPR2	-0.055042743586994326
CD300E	-0.05504510972059911
CRIM1	-0.05505244398044805
TACC3	-0.055052713296053706
TSEN54	-0.05506510039553412
HK3	-0.05508485186667693
ATP11A	-0.05508953913447623
ATP13A4	-0.055091569286871596
TMC7	-0.05511264056190439
SLC43A3	-0.05513690071984164
SLC16A3	-0.055137770017741734
PRRG3	-0.05518438039291235
KRT85	-0.055196763438911646
MRPS27	-0.055198044950716306
PPP1R3C	-0.05520656224430004
DHH	-0.05521225883204535
LIG1	-0.05522117864319813
OTOS	-0.055224774702480176
RHBDL1	-0.05523885550683571
NR1H4	-0.055250853220975615
LRRC3	-0.05525426336531103
PTCD3	-0.055255876055246705
TIGD5	-0.05525862561455701
ART1	-0.05527901721520795
SH3RF1	-0.05529807994925338
DIDO1	-0.055307736904941986
RANBP6	-0.055308864609408016
SASH1	-0.05531091201543693
CDADC1	-0.05531156862957111
MYBPC2	-0.05531478755575194
PHF21A	-0.055327623066293956
TOP2A	-0.055340921293094876
TMEM45B	-0.05534575016155299
GGH	-0.05534933549224767
CCDC57	-0.05537106515764098
BRD8	-0.05537282545457681
HSDL2	-0.05538758865203407
RPS6KA6	-0.05538758865203407
HCLS1	-0.0553941927017399
ITGB1	-0.05541167865799308
GPR157	-0.05542034231610201
PIK3R2	-0.055445440690011685
RHOT1	-0.055445440690011685
SMPDL3A	-0.055445440690011685
UBC	-0.055445440690011685
CAV3	-0.05545729863281495
ALDH5A1	-0.05545851617891847
POLR2F	-0.055469518326652895
EFEMP1	-0.05547467978190719
CLIP4	-0.055481242304296234
HIST1H3D	-0.05549675743929616
KPNA2	-0.05550051348090936
ZC3H7B	-0.05550684762259298
SLC25A22	-0.055516546949266984
ADAM15	-0.055524779524644734
CIRBP	-0.05553189483247124
MICAL2	-0.05553198016653157
CD226	-0.05554236720569141
CHRM2	-0.05554236720569141
PARP6	-0.05554559885918098
SPRY1	-0.055552638229309115
ERCC4	-0.055564860513767106
SRM	-0.055567464868283956
CCDC87	-0.055577322923302884
SESN2	-0.055587653633640766
COG4	-0.05558970624107063
KIF1A	-0.05560874099292451
MEGF10	-0.055611507709925005
KCTD12	-0.05561360024169857
PCP4	-0.05561694778051808
CX3CR1	-0.05562059146919972
SUPV3L1	-0.05562714736442625
CRMP1	-0.055629813071538144
SCHIP1	-0.05563280308997435
MRTO4	-0.05564501471264381
RRM1	-0.05564704264875352
PLXNA1	-0.05566563762498067
CCNE1	-0.05567916008608712
MAP3K6	-0.05569490833847129
RPAIN	-0.05569621788104364
TBC1D1	-0.05569800313883268
ATP9A	-0.05569838509079263
AP1S3	-0.05570590552532954
CASP2	-0.05572428720745568
PLA2G2D	-0.055734149980449774
RPS27	-0.05573903860282839
ATPAF1	-0.05573903860282839
HCN2	-0.055746384668309015
TKT	-0.05574781757038628
KCTD14	-0.05575499134596081
GBGT1	-0.055760955997892644
ESCO2	-0.05576397598003349
PTPN5	-0.05577476370862136
PRPF19	-0.055779295129982476
DAB2IP	-0.05578198821916298
DTX1	-0.055788857632639806
ZMAT3	-0.05578979366187541
CRYZL1	-0.05579042895614162
EPHA3	-0.05579065171176151
CTBP2	-0.05580192311325553
HMGB1	-0.05581202504465492
TINAG	-0.05583534798680474
STXBP6	-0.05583579021120226
SLC41A3	-0.05583579021120226
ERBB3	-0.05584797876772228
PIP5K1C	-0.055860172015061195
S100A11	-0.05586039939844561
ACR	-0.05586742728965211
ETV5	-0.05588265840063325
RPA3	-0.0559029365776722
RTBDN	-0.0559032405251067
JARID2	-0.05590987315904677
EFEMP2	-0.05591670935687567
USH1G	-0.05591947646012633
CHCHD5	-0.05592317067638521
EMILIN3	-0.05592412432129638
GATA2	-0.05592447721193353
RBBP9	-0.05593292833175187
SLC8A1	-0.05594226429008619
HOXB3	-0.05596018044948746
AUH	-0.05596236643042583
CAMK1G	-0.05597085504827948
SNRPC	-0.05597335481465239
CHRM3	-0.05597613247039614
HVCN1	-0.05597894451974372
KCNN4	-0.05598999816166968
TBC1D24	-0.055991000628310764
TSPYL2	-0.05600155438825006
EHHADH	-0.05604395830936915
CHAF1A	-0.0560469472197511
LARP7	-0.0560480880068269
DST	-0.056067266506567535
HEXA	-0.05606835727716062
UCN2	-0.05606859864158806
PRDM6	-0.05607069180221596
KLHL25	-0.0560806998371145
RB1CC1	-0.05608568221562998
SLC25A23	-0.05608568221562998
LSR	-0.056114794076765985
SDCBP	-0.056126633356817085
AGPAT4	-0.05613557390551345
RXFP4	-0.05614654994925864
YEATS2	-0.05615590236052638
EPS8L1	-0.056175816573146
CENPK	-0.05617965484017514
ECEL1	-0.056181275905130515
KCNK7	-0.05618866515118251
HRC	-0.05619969985605736
TAC4	-0.056205821266902406
PPIL6	-0.05621242225835613
TEAD2	-0.05621901376141162
HEATR5B	-0.05622246684754769
C1QA	-0.05624858492733306
PEX10	-0.056251158527945606
FZD6	-0.05625271178482832
TACSTD2	-0.05625275757113477
SPON2	-0.05625580652465276
NR1H3	-0.05626766676063465
LMO7	-0.056276174400677885
ASGR2	-0.05627711854728588
TCAP	-0.056289096039334484
CTSW	-0.05632256861998981
GTF3C5	-0.05633098177484175
MPP6	-0.05634863312071394
C3AR1	-0.05636201398324454
TAPBP	-0.05636680972586856
MC2R	-0.05636769027557471
DPY19L3	-0.05639326300682184
HPS6	-0.05639657331969325
SATB1	-0.05639964821945855
TGFBR3	-0.05640770849904954
FADS1	-0.0564218556150422
SH3BGRL2	-0.05644252704819588
HIST1H1A	-0.05644502041462188
TTLL5	-0.05644527475357997
SEC24B	-0.056464318591811946
CABYR	-0.05646630189765847
CR2	-0.05646855199213205
NDOR1	-0.056469921784980635
CCR5	-0.05647404227029045
PLA2G12A	-0.05647904031576841
HHATL	-0.056480278344397145
TCP11L1	-0.056483723049267215
CAPS2	-0.056487195832375235
FAHD1	-0.05649515427761853
CREB3L1	-0.05650283386582777
TRNT1	-0.056511605418897166
TMEM19	-0.056539783957687224
NSUN6	-0.05655835316935369
LTK	-0.056563629797861205
NKX2-3	-0.056565409285546764
UTRN	-0.056566020163036315
GPRC5B	-0.05657235737739449
NAV1	-0.056584373427606596
BRF1	-0.05659372290302185
KIF15	-0.056594743888089716
PAQR3	-0.05660873967994383
PPP1R3B	-0.056624463445104696
CBX4	-0.05664046987406195
AKNA	-0.056647690013781754
RPS6KA2	-0.056647983553681856
PLEKHA5	-0.056677007926677514
BAX	-0.05673159787161168
SFTPB	-0.05673427290833696
GPRASP2	-0.05675146242260734
IFRD1	-0.05676583021749624
CD5	-0.05678141162355812
TPMT	-0.0567855831436181
NOS3	-0.05678879645905491
MYOM1	-0.0567967290838383
REEP2	-0.05680539308216051
SLC29A2	-0.05681707974537239
MRGPRE	-0.05681895807132109
STAB1	-0.0568332510457878
GPR84	-0.05683450064791623
CEBPG	-0.056848188230918535
P2RY10	-0.05686190886539719
HRH3	-0.056879246179764226
GGA1	-0.05690181343216616
SOX4	-0.05690397004038249
SPEN	-0.05691768327377436
RIBC1	-0.056919483361035535
PANK1	-0.05692352469593857
GNL3L	-0.056929602503277305
CTSZ	-0.05693213603804726
CBX6	-0.05693882508508701
GPM6A	-0.05694550696776509
GOLGA2	-0.05695613179976893
S100A6	-0.05696570937996728
HPCA	-0.056992155795476736
MAP1LC3B	-0.05702498227550519
UQCRH	-0.05702504391086553
XRCC4	-0.05702504391086553
WNT9B	-0.05704214628816504
UTF1	-0.057047605931188586
NPLOC4	-0.05705705402509378
TBRG4	-0.05706390085546902
TSPAN15	-0.057068553849597636
SLC22A12	-0.057070570101266954
LRRIQ1	-0.057070570101266954
OPN3	-0.057071726748299544
TBC1D8B	-0.05711807833006363
CHAT	-0.05712717965903413
NUP43	-0.05713918338150044
B4GALNT4	-0.057144638655115765
GFOD1	-0.05715805103119021
KBTBD7	-0.0571582227461822
GJB3	-0.05715993964050817
KIF13A	-0.05716240560039207
EAF1	-0.05716518792264664
GEMIN5	-0.05717174697609646
SYT10	-0.05720254247023095
RGS12	-0.05721322620132517
ABHD14B	-0.05721802778456617
CKS2	-0.05722051527082754
EVI2A	-0.05723399986913136
SLC27A2	-0.05724114364109202
RAB13	-0.0572466131927226
ZBTB44	-0.05725338196792382
SNCAIP	-0.05725911590694338
WDFY2	-0.05727581795606306
HMG20A	-0.05728347599622053
EOMES	-0.05728756591262929
POLR3E	-0.05728989683482114
THAP3	-0.05729343707903947
RALGPS2	-0.0573358827406136
ETV6	-0.05736595520643157
NEUROG3	-0.05738809890162196
CTSC	-0.05739352632644235
CENPE	-0.05740520402565856
COL5A1	-0.05740818956653739
RARA	-0.05741366780640652
GATA4	-0.05742515539830249
RBL1	-0.05743413670467902
CYBB	-0.05744020763749549
ODF2L	-0.057457896338731086
SETDB2	-0.057476771713223906
FZD7	-0.0575096473721097
BPNT1	-0.05751623519037622
CHST5	-0.05752582351725311
